adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001580642-23-002339	1495922	ENTREPRENEURSHARES SERIES TRUST	US	MA	BOSTON	02210	C/O WESTON CAPITAL ADVISORS, LLC	470 ATLANTIC AVENUE, SUITE 400	781-239-4446	US	MA	BOSTON	02210	C/O WESTON CAPITAL ADVISORS, LLC	470 ATLANTIC AVENUE, SUITE 400	US	DE	000000000			0630	20221028	20230501	497	20230428	2023-04-28 17:11:00.0	entrepreneurs-etf_497_htm.xml	1	
0001580642-23-002350	891160	SCHWARTZ INVESTMENT TRUST	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	US	OH	316456713			1231	20230501	20230501	485BPOS	20230501	2023-05-01 10:32:00.0	schwartz-investment_485b_htm.xml	1	
0001580642-23-002370	357204	SEGALL BRYANT & HAMILL TRUST	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	303-623-2577	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	US	MA	510263765	WESTCORE TRUST	19920703	1231	20230501	20230501	485BPOS	20230501	2023-05-01 16:20:00.0	sbh-combined_485bpos_htm.xml	1	
0001580642-23-002375	1518042	NORTHERN LIGHTS FUND TRUST II	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	631-470-2600	US	NE	ELKHORN	68022	4221 NORTH 203RD STREET, SUITE 100		US	DE	000000000				20230501	20230501	485BPOS	20230501	2023-05-01 17:21:00.0	acclivity-annual_485b_htm.xml	1	
0001580642-23-002694	1552947	TWO ROADS SHARED TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	402-895-1600	US	NE	OMAHA	68130	17605 WRIGHT STREET	SUITE 200			000000000				20230301	20230512	497	20230512	2023-05-12 15:03:00.0	redwood-mvf_497_htm.xml	1	
0001580642-23-002695	1518042	NORTHERN LIGHTS FUND TRUST II	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	631-470-2600	US	NE	ELKHORN	68022	4221 NORTH 203RD STREET, SUITE 100		US	DE	000000000				20230512	20230512	485BPOS	20230512	2023-05-12 15:08:00.0	northstar-scvf_485b_htm.xml	1	
0001580642-23-002751	1545440	ULTIMUS MANAGERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	OH	000000000				20230430	20230517	497	20230517	2023-05-17 11:34:00.0	westwood_497e_htm.xml	1	
0001580642-23-002757	1518042	NORTHERN LIGHTS FUND TRUST II	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	631-470-2600	US	NE	ELKHORN	68022	4221 NORTH 203RD STREET, SUITE 100		US	DE	000000000				20230515	20230515	497	20230517	2023-05-17 13:03:00.0	ns-scvf_497_htm.xml	1	
0001580642-23-002766	1587551	CAPITOL SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	5135873447	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	OH	000000000			0831	20230517	20230517	485BPOS	20230517	2023-05-17 15:26:00.0	hull_485b_htm.xml	1	
0001580642-23-002779	1760588	ZACKS TRUST	US	IL	CHICAGO	60606	227 WEST MONROE STREET		312-265-9359	US	IL	CHICAGO	60606	227 WEST MONROE STREET		US	DE	836534641			1231	20230601	20230601	485BPOS	20230518	2023-05-18 10:09:00.0	zacks_485b_htm.xml	1	
0001580642-23-002800	1537140	NORTHERN LIGHTS FUND TRUST III	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	631-470-2621	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000				20230519	20230519	485BPOS	20230519	2023-05-19 09:16:00.0	pinnacle_485b_htm.xml	1	
0001580642-23-002806	1760588	ZACKS TRUST	US	IL	CHICAGO	60606	227 WEST MONROE STREET		312-265-9359	US	IL	CHICAGO	60606	227 WEST MONROE STREET		US	DE	836534641			1231	20230601	20230601	485BPOS	20230519	2023-05-19 12:36:00.0	zacks_485b_htm.xml	1	
0001580642-23-002831	1552947	TWO ROADS SHARED TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	402-895-1600	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450			000000000				20221130	20230522	497	20230522	2023-05-22 15:12:00.0	afif_497_htm.xml	1	
0001580642-23-002921	1355064	MUTUAL FUND SERIES TRUST	US	NE	ELKHORN	68022-3474	C/O GEMINI FUND SERVICES LLC	4221 NORTH 203RD STREET, SUITE 100	631 549 1859	US	NE	ELKHORN	68022-3474	C/O GEMINI FUND SERVICES LLC	4221 NORTH 203RD STREET, SUITE 100	US	OH	000000000	CATALYST FUNDS	20060303	0630	20221101	20230526	497	20230526	2023-05-26 12:42:00.0	eventide-extechfund_497_htm.xml	1	
0001580642-23-002942	1355064	MUTUAL FUND SERIES TRUST	US	NE	ELKHORN	68022-3474	C/O GEMINI FUND SERVICES LLC	4221 NORTH 203RD STREET, SUITE 100	631 549 1859	US	NE	ELKHORN	68022-3474	C/O GEMINI FUND SERVICES LLC	4221 NORTH 203RD STREET, SUITE 100	US	OH	000000000	CATALYST FUNDS	20060303	0630	20221101	20230530	497	20230530	2023-05-30 11:10:00.0	eventide_497_htm.xml	1	
0001580642-23-002954	764859	AMERICAN PENSION INVESTORS TRUST	US	VA	FOREST	24551	106 ANNJO COURT	SUITE A	434-846-1361	US	VA	FOREST	24551	106 ANNJO COURT	SUITE A	US	MA	000000000			0131	20230531	20230531	485BPOS	20230530	2023-05-30 13:35:00.0	api_yorktown-485b_htm.xml	1	
0001580642-23-002969	1437249	VALUED ADVISERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450			262762915				20230531	20230531	485BPOS	20230531	2023-05-31 09:46:00.0	vatchanning_485bpos_htm.xml	1	
0001580642-23-002970	1437249	VALUED ADVISERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450			262762915				20230531	20230531	485BPOS	20230531	2023-05-31 09:57:00.0	vatmdp_485bpos_htm.xml	1	
0001580642-23-002971	1437249	VALUED ADVISERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450			262762915				20230531	20230531	485BPOS	20230531	2023-05-31 10:09:00.0	vatsummitry_485bpos_htm.xml	1	
0001580642-23-002973	1437249	VALUED ADVISERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DR.	SUITE 450			262762915				20230531	20230531	485BPOS	20230531	2023-05-31 10:26:00.0	vatbelmonttheta_485bpos_htm.xml	1	
0001580642-23-002993	1587551	CAPITOL SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	5135873447	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	OH	000000000			0831	20230531	20230531	485BPOS	20230531	2023-05-31 14:49:00.0	reyndersmcveigh485b_htm.xml	1	
0001580642-23-002995	1552947	TWO ROADS SHARED TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	402-895-1600	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450			000000000				20230531	20230531	485BPOS	20230531	2023-05-31 15:32:00.0	regents-park_485b_htm.xml	1	
0001580642-23-003006	1587551	CAPITOL SERIES TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	5135873447	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	OH	000000000			0831	20230531	20230531	485BPOS	20230531	2023-05-31 16:50:00.0	fairlead-tactical_485b_htm.xml	1	
0001580642-23-003011	1532206	ARROW ETF TRUST	US	NE	OMAHA	68130	17605 WRIGHT STREET		631-470-2600	US	NE	OMAHA	68130	17605 WRIGHT STREET		US	DE	000000000	NORTHERN LIGHTS ETF TRUST	20111007		20230601	20230601	485BPOS	20230531	2023-05-31 17:20:00.0	arrow-globalyield_485b_htm.xml	1	
0001580642-23-003012	1527428	ARROW INVESTMENTS TRUST	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	301-260-0162	US	MD	LAUREL	20707	6100 CHEVY CHASE DR	SUITE 100	US	DE	000000000			0731	20230601	20230601	485BPOS	20230531	2023-05-31 17:25:00.0	arrow-rcmetf_485b_htm.xml	1	
0001580642-23-003173	1506213	STRATEGY SHARES	US	NY	HUNTINGTON	11743	C/O MFUND SERVICES LLC	36 NORTH NEW YORK AVENUE	855-477-3837	US	NY	HUNTINGTON	11743	C/O MFUND SERVICES LLC	36 NORTH NEW YORK AVENUE	US	DE	000000000	HUNTINGTON STRATEGY SHARES	20101119	0430	20220901	20230609	497	20230609	2023-06-09 13:37:00.0	ss-7handl_497_htm.xml	1	
0001580642-23-003177	1506213	STRATEGY SHARES	US	NY	HUNTINGTON	11743	C/O MFUND SERVICES LLC	36 NORTH NEW YORK AVENUE	855-477-3837	US	NY	HUNTINGTON	11743	C/O MFUND SERVICES LLC	36 NORTH NEW YORK AVENUE	US	DE	000000000	HUNTINGTON STRATEGY SHARES	20101119	0430	20220901	20230609	497	20230609	2023-06-09 15:59:00.0	ss-7handl_497_htm.xml	1	
0001580642-23-003198	1518042	NORTHERN LIGHTS FUND TRUST II	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	631-470-2600	US	NE	ELKHORN	68022	4221 NORTH 203RD STREET, SUITE 100		US	DE	000000000				20230614	20230614	485BPOS	20230614	2023-06-14 12:04:00.0	futurefund-ls_485b_htm.xml	1	
0001580642-23-003300	1644419	NORTHERN LIGHTS FUND TRUST IV	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET	SUITE 200	US	DE	000000000			0916	20230628	20230628	485BPOS	20230623	2023-06-23 15:24:00.0	monarchetfs485b_htm.xml	1	
0001580642-23-003304	1644419	NORTHERN LIGHTS FUND TRUST IV	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET	SUITE 200	US	DE	000000000			0916	20230628	20230628	485BPOS	20230623	2023-06-23 16:20:00.0	r3_485b_htm.xml	1	
0001580642-23-003306	1644419	NORTHERN LIGHTS FUND TRUST IV	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	402-895-1600	US	NE	OMAHA	68154-1150	17605 WRIGHT STREET	SUITE 200	US	DE	000000000			0916	20230628	20230628	485BPOS	20230623	2023-06-23 16:30:00.0	fmcexcelsior485b_htm.xml	1	
0001580642-23-003336	1815558	WAYCROSS INDEPENDENT TRUST	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	C/O ULTIMUS FUND SOLUTIONS, LLC	225 PICTORIA DRIVE, SUITE 450	US	DE	000000000				20230628	20230628	485BPOS	20230627	2023-06-27 14:20:00.0	waycross_485bpos_htm.xml	1	
0001580642-23-003339	1208252	CM ADVISORS FAMILY OF FUNDS	US	TX	AUSTIN	78746	805 LAS CIMAS PARKWAY	SUITE 305	5123290050	US	TX	AUSTIN	78746	805 LAS CIMAS PARKWAY	SUITE 305	US	DE	000000000	CM ADVISERS FAMILY OF FUNDS	20030505	0228	20230628	20230628	485BPOS	20230627	2023-06-27 17:09:00.0	cmadvisors_485bpos_htm.xml	1	
0001580642-23-003361	1518042	NORTHERN LIGHTS FUND TRUST II	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	631-470-2600	US	NE	ELKHORN	68022	4221 NORTH 203RD STREET, SUITE 100		US	DE	000000000				20230628	20230628	485BPOS	20230628	2023-06-28 14:43:00.0	woa485b_htm.xml	1	
0001580642-23-003363	1545440	ULTIMUS MANAGERS TRUST	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	513-587-3400	US	OH	CINCINNATI	45246	225 PICTORIA DRIVE	SUITE 450	US	OH	000000000				20230628	20230628	485BPOS	20230628	2023-06-28 17:22:00.0	umt_485b_htm.xml	1	
0001580642-23-003364	1829774	JAMES ALPHA FUNDS TRUST	US	NY	NEW YORK	10022	515 MADISON AVENUE		888-814-8180	US	NY	NEW YORK	10022	515 MADISON AVENUE		US	DE	000000000			0831	20230701	20230701	485BPOS	20230628	2023-06-28 17:25:00.0	easterly_485b_htm.xml	1	
0001580642-23-003365	1295908	CENTAUR MUTUAL FUNDS TRUST	US	NY	NEW YORK	10016	475 PARK AVENUE SOUTH	9TH FLOOR	917-386-6260	US	NY	NEW YORK	10016	475 PARK AVENUE SOUTH	9TH FLOOR	US	DE	000000000	TILSON INVESTMENT TRUST	20040630	1031	20230628	20230628	485BPOS	20230628	2023-06-28 17:29:00.0	copleyfund_485b_htm.xml	1	
0001580642-23-003418	1843841	DGI INVESTMENT TRUST	PR		SAN JUAN	00918	ORIENTAL CENTER	254 MUNOZ RIVERA AVENUE, 10TH FLOOR	(787) 771-6800	PR		SAN JUAN	00918	ORIENTAL CENTER	254 MUNOZ RIVERA AVENUE, 10TH FLOOR	PR		000000000			0630	20230630	20230630	485BPOS	20230630	2023-06-30 17:19:00.0	dgiinvest_485b_htm.xml	1	
0001580642-23-003421	1556505	ADVISORS PREFERRED TRUST	US	MD	ROCKVILLE	20850	1445 RESEARCH BOULEVARD	SUITE 530	2402231998	US	MD	ROCKVILLE	20850	1445 RESEARCH BOULEVARD	SUITE 530	US	DE	000000000				20230702	20230702	485BPOS	20230630	2023-06-30 17:31:00.0	dmaf_485b_htm.xml	1	
0001623632-23-000513	912577	FEDERATED HERMES INSURANCE SERIES	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	256425525	FEDERATED INSURANCE SERIES	19960328	1231	20230430	20230427	485BPOS	20230424	2023-04-24 10:38:00.0	form938fins_htm.xml	1	
0001623632-23-000543	918199	FEDERATED HERMES WORLD INVESTMENT SERIES, INC.	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		18003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MD	251726922	FEDERATED WORLD INVESTMENT SERIES INC	20000330	1130	20230131	20230425	497	20230425	2023-04-25 10:00:00.0	wisi-20230425_htm.xml	1	
0001623632-23-000546	739594	FEDERATED HERMES SHORT-TERM GOVERNMENT TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251459602	FEDERATED U S GOVERNMENT SECURITIES FUND 1-3 YEARS	19950413	0228	20230430	20230427	485BPOS	20230425	2023-04-25 10:39:00.0	fhstgtform933_htm.xml	1	
0001623632-23-000548	946868	FEDERATED HERMES TOTAL RETURN GOVERNMENT BOND FUND	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251772145	FEDERATED TOTAL RETURN GOVERNMENT BOND FUND	20001120	0228	20230430	20230427	485BPOS	20230425	2023-04-25 11:11:00.0	formftrgbf959_htm.xml	1	
0001623632-23-000569	745967	FEDERATED HERMES HIGH YIELD TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251470424	FEDERATED HIGH YIELD TRUST	19920703	0228	20220430	20220427	485BPOS	20230426	2023-04-26 10:06:00.0	fhyt968-form_htm.xml	1	
0001623632-23-000573	355691	FEDERATED HERMES GOVERNMENT INCOME SECURITIES, INC.	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MD	251414481	FEDERATED GOVERNMENT INCOME SECURITIES INC	20200616	0228	20230430	20230427	485BPOS	20230426	2023-04-26 11:04:00.0	gisi962-form_htm.xml	1	
0001623632-23-000583	1849998	FEDERATED HERMES ETF TRUST	US	PA	WARRENDALE	15086	4000 ERICCSON DRIVE		412-288-1900	US	PA	WARRENDALE	15086	4000 ERICCSON DRIVE				000000000				20230430	20230427	485BPOS	20230427	2023-04-27 10:12:00.0	fhetf929-form_htm.xml	1	
0001623632-23-000643	201801	FEDERATED HERMES MUNICIPAL BOND FUND, INC.	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MD	251304971	FEDERATED MUNICIPAL BOND FUND INC	20170728	0331	20230531	20230526	485BPOS	20230524	2023-05-24 11:20:00.0	formfmbdf1009_htm.xml	1	
0001623632-23-000662	789281	FEDERATED HERMES INCOME SECURITIES TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251412886	FEDERATED INCOME SECURITIES TRUST	19920703	0430	20230531	20230526	485BPOS	20230525	2023-05-25 13:07:00.0	formfist1032_htm.xml	1	
0001623632-23-000681	225318	FEDERATED HERMES SUSTAINABLE HIGH YIELD BOND FUND, INC.	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MD	251327974	FEDERATED HERMES HIGH INCOME BOND FUND, INC.	20200626	0331	20230531	20230526	485BPOS	20230526	2023-05-26 10:47:00.0	fhsuhy981-form_htm.xml	1	
0001623632-23-000745	789281	FEDERATED HERMES INCOME SECURITIES TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251412886	FEDERATED INCOME SECURITIES TRUST	19920703	0430	20230630	20230628	485BPOS	20230623	2023-06-23 12:32:00.0	fist1109-form_htm.xml	1	
0001623632-23-000762	1849998	FEDERATED HERMES ETF TRUST	US	PA	WARRENDALE	15086	4000 ERICCSON DRIVE		412-288-1900	US	PA	WARRENDALE	15086	4000 ERICCSON DRIVE				000000000				20230630	20230628	485BPOS	20230626	2023-06-26 12:16:00.0	form1073fhetf_htm.xml	1	
0001623632-23-000771	856517	FEDERATED HERMES MONEY MARKET OBLIGATIONS TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251415329	MONEY MARKET OBLIGATIONS TRUST	20101109	0731	20230701	20230628	497	20230626	2023-06-26 15:02:00.0	mmot-20230627_htm.xml	1	
0001623632-23-000788	856517	FEDERATED HERMES MONEY MARKET OBLIGATIONS TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251415329	MONEY MARKET OBLIGATIONS TRUST	20101109	0731	20230630	20230628	485BPOS	20230627	2023-06-27 11:38:00.0	form1105mmot_htm.xml	1	
0001623632-23-000811	856517	FEDERATED HERMES MONEY MARKET OBLIGATIONS TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251415329	MONEY MARKET OBLIGATIONS TRUST	20101109	0731	20230701	20230628	485BPOS	20230627	2023-06-27 14:25:00.0	mmot1121-form_htm.xml	1	
0001623632-23-000825	856517	FEDERATED HERMES MONEY MARKET OBLIGATIONS TRUST	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		8003417400	US	PA	WARRENDALE	15086-7561	4000 ERICSSON DRIVE		US	MA	251415329	MONEY MARKET OBLIGATIONS TRUST	20101109	0731	20220930	20230630	497	20230630	2023-06-30 08:26:00.0	mmot-20230630_htm.xml	1	
0001683863-23-003220	1068663	VICTORY VARIABLE INSURANCE FUNDS	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		8005393863	US	OH	BROOKLYN	44144	4900 TIEDEMAN ROAD		US	DE	311620154	VICTORY VARIABLE FUNDS	19980819	1231	20230501	20230501	485BPOS	20230414	2023-04-14 15:43:00.0	f25124d1_htm.xml	1	
0001683863-23-003233	1066602	VOYA FUNDS TRUST	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		800-992-0180	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		US	DE	000000000	ING FUNDS TRUST	20020205	1031	20230418	20230418	485BPOS	20230417	2023-04-17 15:54:00.0	f25037d1_htm.xml	1	
0001683863-23-003367	711175	PRUDENTIAL SERIES FUND	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	DE	860446842	PRUDENTIAL SERIES FUND INC	19920703	1231	20230501	20230501	485BPOS	20230419	2023-04-18 17:56:00.0	f25258d1_htm.xml	1	
0001683863-23-003488	814679	ADVANCED SERIES TRUST	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	MA	000000000	AMERICAN SKANDIA TRUST	19920703	1231	20230501	20230501	485BPOS	20230419	2023-04-19 17:04:00.0	f25152d1_htm.xml	1	
0001683863-23-003539	80946	PRUDENTIALS GIBRALTAR FUND	US	NJ	NEWARK	07102-2992	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102-2992	655 BROAD STREET	17TH FLOOR	US	DE	860217711			1231	20230420	20230420	485BPOS	20230420	2023-04-20 11:17:00.0	f25433d0_htm.xml	1	
0001683863-23-003627	1104631	PRUDENTIAL INVESTMENT PORTFOLIOS 3	US	NJ	NEWARK	07102-4077	655 BROAD ST.	17TH FL	(973) 367-8982	US	NJ	NEWARK	07102-4077	655 BROAD ST.	17TH FL	US	DE	000000000	JENNISONDRYDEN OPPORTUNITY FUNDS	20080530	0228	20230421	20230421	497	20230421	2023-04-21 14:00:00.0	f24600d0_htm.xml	1	
0001683863-23-003628	1067442	PRUDENTIAL INVESTMENT PORTFOLIOS 16	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	(973) 367-8982	US	NJ	NEWARK	07102	655 BROAD STREET	17TH FLOOR	US	DE	000000000	TARGET ASSET ALLOCATION FUNDS	20061003	1031	20230421	20230421	497	20230421	2023-04-21 14:00:00.0	f24601d0_htm.xml	1	
0001683863-23-003629	920547	TOUCHSTONE VARIABLE SERIES TRUST	US	OH	CINCINNATI	45202-4203	303 BROADWAY	SUITE 1100	513-362-8000	US	OH	CINCINNATI	45202-4203	303 BROADWAY	SUITE 1100	US	MA	000000000	SELECT ADVISORS VARIABLE INSURANCE TRUST	19950912	1231	20230428	20230428	485BPOS	20230421	2023-04-21 14:04:00.0	f25436d1_htm.xml	1	
0001683863-23-003644	1090682	VOYA VARIABLE INSURANCE TRUST	US	AZ	SCOTTSDALE	85258	7337 EAST DOUBLETREE RANCH RD, STE 100		8774636464	US	AZ	SCOTTSDALE	85258	7337 E DOUBLETREE RANCH RD, STE 100		US	NY	000000000	ING VARIABLE INSURANCE TRUST	20020501	1231	20230501	20230501	485BPOS	20230421	2023-04-21 15:49:00.0	f25019d1_htm.xml	1	
0001683863-23-003646	916403	VOYA VARIABLE PRODUCTS TRUST	US	AZ	SCOTTSDALE	85258	ING FUNDS	7337 E. DOUBLETREE RANCH ROAD, STE 100	800-992-0180	US	AZ	SCOTTSDALE	85258	ING FUNDS	7337 E. DOUBLETREE RANCH ROAD, STE 100	US	MA	000000000	ING VARIABLE PRODUCTS TRUST	20020502	1231	20230501	20230501	485BPOS	20230421	2023-04-21 15:51:00.0	f25020d1_htm.xml	1	
0001683863-23-003680	837276	VOYA INVESTORS TRUST	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		800-366-0066	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100				000000000	ING INVESTORS TRUST	20030501	1231	20230501	20230501	485BPOS	20230424	2023-04-24 16:25:00.0	f25018d1_htm.xml	1	
0001683863-23-003707	2646	VOYA INTERMEDIATE BOND PORTFOLIO	US	AZ	SCOTTSDALE	85258	ING FUNDS SERVICES	7337 E. DOUBLETREE RANCH ROAD, STE 100	480-477-3000	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		US	CT	060891902	ING INTERMEDIATE BOND PORTFOLIO	20090508	1231	20230501	20230501	485BPOS	20230425	2023-04-25 13:33:00.0	f25023d1_htm.xml	1	
0001683863-23-003708	935070	VOYA STRATEGIC ALLOCATION PORTFOLIOS INC	US	AZ	SCOTTSDALE	85258	ING FUNDS SERVICES	7337 E. DOUBLETREE RANCH ROAD, STE 100	480-477-3000	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD	STE 100	US	MD	000000000	ING STRATEGIC ALLOCATION PORTFOLIOS INC	20081113	1231	20230501	20230501	485BPOS	20230425	2023-04-25 13:33:00.0	f25027d1_htm.xml	1	
0001683863-23-003709	2663	VOYA GOVERNMENT MONEY MARKET PORTFOLIO	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		480-477-3000	US	AZ	SCOTTSDALE	85258-2038	7337 E. DOUBLETREE RANCH ROAD, STE100		US	MD	060920532	VOYA GOVERNMENT MARKET PORTFOLIO	20160502	1231	20230501	20230501	485BPOS	20230425	2023-04-25 13:33:00.0	f25025d1_htm.xml	1	
0001683863-23-003710	846799	VOYA BALANCED PORTFOLIO INC	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD	STE 100	480-477-3000	US	AZ	SCOTTSDALE	85258-2034	7337 E. DOUBLETREE RANCH ROAD	STE 100			000000000	ING BALANCED PORTFOLIO INC	20090508	1231	20230501	20230501	485BPOS	20230425	2023-04-25 13:33:00.0	f25021d1_htm.xml	1	
0001683863-23-003711	2664	VOYA VARIABLE FUNDS	US	AZ	SCOTTSDALE	85258	7337 E. DOUBLETREE RANCH ROAD, STE 100		480-477-3000	US	AZ	SCOTTSDALE	06103-3602	7337 E. DOUBLETREE RANCH ROAD, STE100		US	MD	060912550	ING VARIABLE FUNDS	20020501	1231	20230501	20230501	485BPOS	20230425	2023-04-25 13:33:00.0	f25029d1_htm.xml	1	
