adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001437749-23-016303	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001437749-23-016303	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001437749-23-017426	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001437749-23-017426	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001437749-23-017426	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001437749-23-017426	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001437749-23-017427	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001437749-23-017427	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001437749-23-017427	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001437749-23-017427	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001437749-23-017428	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001437749-23-017428	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001437749-23-017428	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001437749-23-017428	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001437749-23-017429	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001437749-23-017429	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001437749-23-017429	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001437749-23-017429	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001437749-23-018785	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001437749-23-018785	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001437749-23-018785	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001437749-23-018785	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-002416	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002416	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002416	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002416	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002511	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002511	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002511	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002511	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002515	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002515	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002515	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002515	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002641	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002641	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002641	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002641	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002645	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002645	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002645	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002645	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002824	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002824	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002824	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002824	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002826	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002826	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002826	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002826	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002828	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002828	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002828	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002828	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002830	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002830	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002830	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002830	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002830	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001445546-23-002833	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002833	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002833	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002833	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002833	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001445546-23-002833	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001445546-23-002834	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-002834	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-002834	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-002834	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-002834	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001445546-23-002834	1	6	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001445546-23-003073	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003073	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003073	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003073	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003073	1	5	1	NetExpensesOverAssets	rr/2021	FeeWaiverOrReimbursementOverAssets	rr/2021
0001445546-23-003086	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003086	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003086	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003086	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003088	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003088	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003088	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003088	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003464	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003464	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003464	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003464	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003468	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003468	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003468	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003468	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003486	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003486	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003486	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003486	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003490	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003490	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003490	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003490	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003564	1	1	1	NetExpensesOverAssets	rr/2021	ExpensesOverAssets	rr/2021
0001445546-23-003564	1	2	1	ExpensesOverAssets	rr/2021	ManagementFeesOverAssets	rr/2021
0001445546-23-003564	1	3	1	ExpensesOverAssets	rr/2021	DistributionAndService12b1FeesOverAssets	rr/2021
0001445546-23-003564	1	4	1	ExpensesOverAssets	rr/2021	OtherExpensesOverAssets	rr/2021
0001445546-23-003564	1	5	1	ExpensesOverAssets	rr/2021	AcquiredFundFeesAndExpensesOverAssets	rr/2021
0001445546-23-003675	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003675	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003675	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003675	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-003746	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003746	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003746	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003746	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-003760	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003760	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003760	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003760	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-003761	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003761	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003761	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003761	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-003762	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003762	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003762	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003762	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-003763	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003763	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003763	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003763	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001445546-23-003764	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001445546-23-003764	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001445546-23-003764	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001445546-23-003764	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001464413-23-000023	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001464413-23-000023	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001464413-23-000023	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001464413-23-000023	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001464413-23-000023	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001464413-23-000023	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001464413-23-000051	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001464413-23-000051	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001464413-23-000051	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001464413-23-000051	1	4	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001464413-23-000051	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001464413-23-000059	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001464413-23-000059	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001464413-23-000059	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001464413-23-000059	1	4	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001464413-23-000059	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001464413-23-000076	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001464413-23-000076	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001464413-23-000076	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001464413-23-000076	1	4	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001464413-23-000076	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001484018-23-000021	1	1	1	NetExpensesOverAssets	rr/2022	ExpensesOverAssets	rr/2022
0001484018-23-000021	1	2	1	ExpensesOverAssets	rr/2022	ManagementFeesOverAssets	rr/2022
0001484018-23-000021	1	3	1	ExpensesOverAssets	rr/2022	DistributionAndService12b1FeesOverAssets	rr/2022
0001484018-23-000021	1	4	1	ExpensesOverAssets	rr/2022	OtherExpensesOverAssets	rr/2022
0001493580-23-000033	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001493580-23-000033	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001493580-23-000033	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001493580-23-000033	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001493580-23-000034	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001493580-23-000034	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001493580-23-000034	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001493580-23-000034	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-001889	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-001889	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-001889	1	3	1	ExpensesOverAssets	rr/2023	DistributionOrSimilarNon12b1FeesOverAssets	rr/2023
0001580642-23-001889	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-001889	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-001889	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-001971	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-001971	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-001971	1	3	1	ExpensesOverAssets	rr/2023	DistributionOrSimilarNon12b1FeesOverAssets	rr/2023
0001580642-23-001971	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-001971	1	5	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0001580642-23-001971	1	6	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-001971	1	7	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002117	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002117	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002117	1	3	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002117	1	4	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002117	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002124	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002124	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002124	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002124	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002124	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002131	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002131	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002131	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002131	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002131	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0001580642-23-002131	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0001580642-23-002131	1	7	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002133	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002133	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002133	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002133	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002133	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002138	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002138	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002138	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002138	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002139	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002139	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002139	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002139	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002139	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002141	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002141	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002141	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002141	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002141	1	5	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002207	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002207	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002207	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002207	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002207	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002208	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002208	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002208	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002208	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002208	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002210	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002210	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002210	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002210	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002210	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002213	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002213	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002213	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002213	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002213	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002213	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002218	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002218	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002218	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002218	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002218	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002221	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002221	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002221	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002221	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002221	1	5	1	OtherExpensesOverAssets	rr/2023	Component1OtherExpensesOverAssets	rr/2023
0001580642-23-002221	1	6	1	OtherExpensesOverAssets	rr/2023	Component2OtherExpensesOverAssets	rr/2023
0001580642-23-002221	1	7	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002222	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002222	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002222	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
0001580642-23-002222	1	4	1	ExpensesOverAssets	rr/2023	OtherExpensesOverAssets	rr/2023
0001580642-23-002222	1	5	1	ExpensesOverAssets	rr/2023	AcquiredFundFeesAndExpensesOverAssets	rr/2023
0001580642-23-002222	1	6	1	NetExpensesOverAssets	rr/2023	FeeWaiverOrReimbursementOverAssets	rr/2023
0001580642-23-002231	1	1	1	NetExpensesOverAssets	rr/2023	ExpensesOverAssets	rr/2023
0001580642-23-002231	1	2	1	ExpensesOverAssets	rr/2023	ManagementFeesOverAssets	rr/2023
0001580642-23-002231	1	3	1	ExpensesOverAssets	rr/2023	DistributionAndService12b1FeesOverAssets	rr/2023
