tag	version	custom	abstract	datatype	iord	tlabel	doc
AnnuitizeExampleTableTextBlock	vip/2023	0	0	textBlock	D	Annuitize Example [Table Text Block]	
InvestmentOptionsOfAverageAnnualNetAssetsMaximumPercent	vip/2022q2	0	0	percent	D	Investment Options (of Average Annual Net Assets) Maximum [Percent]	
DeferredSalesLoadMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Deferred Sales Load, Minimum [Dollars]	
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-23-000762	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
AverageAnnualReturnYear05	rr/2022	0	0	pure	D	5 Years	Return Before Taxes.
AnnualReturn2014	vip/2023	0	0	percent	D	Annual Return, 2014 [Percent]	
CurrentExpensesPercent	vip/2023	0	0	percent	D	Current Expenses [Percent]	
AnnualMaintenanceFeeOfPolicyValueMaximumPercent	vip/2023	0	0	percent	D	Annual Maintenance Fee (of Policy Value), Maximum [Percent]	
AnnualReturn2010	rr/2023	0	0	pure	D	Annual Return 2010	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
LowestAnnualCostFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Lowest Annual Cost Footnotes [Text Block]	
ExpenseExampleYear01	rr/2022	0	0	NonNegativeMonetaryT	D	Expense Example, with Redemption, 1 Year	The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower.
InsuranceCostMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Insurance Cost, Minimum [Dollars]	
OptionalBenefitExpenseMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Optional Benefit Expense, Minimum [Dollars]	
AnnualReturn2012	rr/2023	0	0	pure	D	Annual Return 2012	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
AnnuitizedExpense10YearsMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Annuitized Expense, 10 Years, Maximum [Dollars]	
PerformanceTableFootnotesTextBlock	rr/2023	0	0	textBlock	D	Performance Table Footnotes	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
OptionalBenefitsMaximumPercent	vip/2022q2	0	0	percent	D	Optional Benefits Maximum [Percent]	
SurrenderExpense5YearsMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Surrender Expense, 5 Years, Maximum [Dollars]	
ExpenseExampleYear10	rr/2021	0	0	NonNegativeMonetaryT	D	Expense Example, with Redemption, 10 Years	The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower.
AnnualReturn2017	rr/2022	0	0	pure	D	Annual Return 2017	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
KeyOptionalBenefitRestrictionsTextBlock	vip/2022q2	0	0	textBlock	D	Optional Benefit Restrictions [Text Block]	
NameOfBenefitTextBlock	vip/2023	0	0	textBlock	D	Name of Benefit [Text Block]	
TotalAnnualExpensesFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Total Annual Expenses, Footnotes [Text Block]	
AdministrativeExpenseMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Administrative Expense, Minimum [Dollars]	
ExpenseRiskFeesMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Expense Risk Fees, Maximum [Dollars]	
AnnualReturn2022	rr/2021	0	0	pure	D	Annual Return 2022	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
ExpensesOtherExpensesHadExtraordinaryExpensesBeenIncluded	rr/2022	0	0	string	D	Expenses Other Expenses Had Extraordinary Expenses Been Included [Text]	"Other Expenses"" do not include extraordinary expenses as determined under generally accepted accounting principles (see Accounting Principles Board Opinion No. 30). If extraordinary expenses were incurred that materially affected the Fund's ""Other Expenses,"" disclose in a footnote to the table what ""Other Expenses"" would have been had the extraordinary expenses been included."
ExpenseExampleNoRedemptionYear10	rr/2023	0	0	NonNegativeMonetaryT	D	Expense Example, No Redemption, 10 Years	You would pay the following expenses if you did not redeem your shares. Include the second 1-, 3-, 5-, and 10-year periods and related narrative explanation only if a sales charge (load) or other fee is charged upon redemption.
DocumentCreationDate	dei/2022	0	0	date	D	Document Creation Date	The date the document was made available and submitted, in YYYY-MM-DD format. The date of submission, date of acceptance by the recipient, and the document effective date are all potentially different.
OptionalBenefitChargeWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Optional Benefit Charge, When Deducted [Text Block]	
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-23-000569	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
Component1OtherExpensesOverAssets	rr/2021	0	0	NonNegativePure4Type	D	Component1 Other Expenses	"The Fund may subdivide this caption into no more than three subcaptions that identify the largest expense or expenses comprising ""Other Expenses,"" but must include a total of all ""Other Expenses."" Alternatively, the Fund may include the components of ""Other Expenses"" in a parenthetical to the caption."
ExchangeFeeOverRedemption	rr/2023	0	0	NonNegativePure4Type	D	Exchange Fee (as a percentage of Amount Redeemed)	Exchange Fee includes the maximum fee charged for any exchange or transfer of interest from the Fund to another fund. The Fund may include in a footnote to the table, if applicable, a tabular presentation of the range of exchange fees or a narrative explanation of the fees.
PerformanceTableNotRelevantToTaxDeferred	rr/2022	0	0	string	D	Performance Table Not Relevant to Tax Deferred	Provide a brief explanation that the actual after-tax returns depend on an investor's tax situation and may differ from those shown, and after-tax returns shown are not relevant to investors who hold their Fund shares through tax-deferred arrangements, such as 401(k) plans or individual retirement accounts.
EntityCentralIndexKey	dei/2021q4	0	0	centralIndexKey	D	Entity Central Index Key	A unique 10-digit SEC-issued value to identify entities that have filed disclosures with the SEC. It is commonly abbreviated as CIK.
NetExpensesOverAssets	rr/2023	0	0	NonNegativePure4Type	D	Net Expenses (as a percentage of Assets)	Total Annual Fund Operating Expenses.
AverageAnnualReturnYear10	rr/2021	0	0	pure	D	10 Years	Return Before Taxes.
StandardBenefitExpenseOfOtherAmountMaximumPercent	vip/2023	0	0	percent	D	Standard Benefit Expense (of Other Amount), Maximum [Percent]	
SalesLoadOfOtherAmountCurrentPercent	vip/2023	0	0	percent	D	Sales Load (of Other Amount), Current [Percent]	
SalesLoadDescriptionTextBlock	vip/2023	0	0	textBlock	D	Sales Load, Description [Text Block]	
MortalityAndExpenseRiskFeesMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Mortality And Expense Risk Fees, Maximum [Dollars]	
FeeWaiverOrReimbursementOverAssetsLaterOfTerminationOrNextEffectiveProspectus	0001623632-23-000788	1	0	string	D	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus	Fee Waiver Or Reimbursement Over Assets, Later Of Termination Or Next Effective Prospectus
AnnuitizedExpense5YearsMaximumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Annuitized Expense, 5 Years, Maximum [Dollars]	
HighestQuarterlyReturnPercent	vip/2022q2	0	0	percent	D	Highest Quarterly Return [Percent]	
PerformanceNarrativeTextBlock	rr/2022	0	0	textBlock	D	Performance Narrative [Text Block]	Risk/Return Bar Chart and Table.
BarChartHighestQuarterlyReturnDate	rr/2022	0	0	date	D	Highest Quarterly Return, Date	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
RiskMoneyMarketFundMayNotPreserveDollar	rr/2022	0	0	string	D	Risk Money Market Fund May Not Preserve Dollar [Text]	"Include the statement ""Although the Fund seeks to preserve the value of your investment at $1.00 per share, it cannot guarantee it will do so."
DeferredSalesLoadOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Deferred Sales Load (of Other Amount), Maximum [Percent]	
PortfolioTurnoverTextBlock	rr/2022	0	0	textBlock	D	Portfolio Turnover [Text Block]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
MaximumDeferredSalesChargeOverOfferingPrice	rr/2023	0	0	NonNegativePure4Type	D	Maximum Deferred Sales Charge (as a percentage of Offering Price)	"Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i ""Maximum Deferred Sales Charge (Load)"" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read ""Maximum Sales Charge (Load)"" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below."
AnnualReturn2022	vip/2022q2	0	0	percent	D	Annual Return, 2022 [Percent]	
EntityInvCompanyType	dei/2022	0	0	invCompanyType	D	Entity Inv Company Type	One of: N-1A (Mutual Fund), N-1 (Open-End Separate Account with No Variable Annuities), N-2 (Closed-End Investment Company), N-3 (Separate Account Registered as Open-End Management Investment Company), N-4 (Variable Annuity UIT Separate Account), N-5 (Small Business Investment Company), N-6 (Variable Life UIT Separate Account), S-1 or S-3 (Face Amount Certificate Company), S-6 (UIT, Non-Insurance Product).
ExpenseBreakpointDiscounts	rr/2022	0	0	string	D	Expense Breakpoint Discounts [Text]	Include the narrative explanations in the order indicated. A Fund may modify the narrative explanations if the explanation contains comparable information to that shown. The narrative explanation regarding sales charge discounts is only required by a Fund that offers such discounts and should specify the minimum level of investment required to qualify for a discount.
ExpenseHeading	rr/2021	0	0	string	D	Expense [Heading]	"Risk/Return Summary Fee Table Includes the following information, in plain English under rule 421(d) under the Securities Act, after Item 2 Fees and expenses of the Fund This table describes the fees and expenses that you may pay if you buy and hold shared of the Fund. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $[_____] in [name of fund family] funds. Shareholder Fees (fees paid directly from your investment) Example This Example is intended to help you compare the cost of investing in the Fund with the cost of investing in other mutual funds. The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower, based on these assumptions your costs would be You would pay the following expenses if you did not redeem your shares The Example does not reflect sales charges (loads) on reinvested dividends [and other distributions]. If these sales charges (loads) were included, your costs would be higher. Portfolio Turnover The Fund pays transaction costs, such as commissions, when it buys and sells securities (or ""turns over"" its portfolio). A higher portfolio turnover may indicate higher transaction costs. These costs, which are not reflected in annual fund operating expenses or in the example, affect the Fund's performance. During the most recent fiscal year, the Fund's portfolio turnover rate was __% of the average value of its whole portfolio. Instructions. A.3.instructions.6 New Funds. For purposes of this Item, a ""New Fund"" is a Fund that does not include in Form N-1A financial statements reporting operating results or that includes financial statements for the Fund's initial fiscal year reporting operating results for a period of 6 months or less. The following Instructions app"
ExpenseRiskFeesRepresentativeInvestorTextBlock	vip/2022q2	0	0	textBlock	D	Expense Risk Fees, Representative Investor [Text Block]	
RiskMoneyMarketFundSponsorMayNotProvideSupportTextBlock	vip/2023	0	0	textBlock	D	Risk Money Market Fund Sponsor May Not Provide Support [Text Block]	
PortfolioCompanyExpensesMinimumPercent	vip/2022q2	0	0	percent	D	Portfolio Company Expenses Minimum [Percent]	
AnnuitizedExpense1YearMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Annuitized Expense, 1 Year, Minimum [Dollars]	
BaseContractExpenseOfAverageAccountValueCurrentPercent	vip/2023	0	0	percent	D	Base Contract Expense (of Average Account Value), Current [Percent]	
MortalityAndExpenseRiskFeesWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Mortality and Expense Risk Fees, When Deducted [Text Block]	
OtherAnnualExpenseWhenDeductedTextBlock	vip/2022q2	0	0	textBlock	D	Other Annual Expense, When Deducted [Text Block]	
AcquiredFundFeesAndExpensesBasedOnEstimates	rr/2022	0	0	string	D	Acquired Fund Fees and Expenses, Based on Estimates [Text]	"This element represents a statement that ""Acquired Fund"" (as defined) fees and expenses for the current year are based on estimates."
GuaranteedMinimumAccumulationTextBlock	vip/2022q2	0	0	textBlock	D	Guaranteed Minimum Accumulation [Text Block]	
BaseContractOfOtherAmountN4MinimumPercent	vip/2022q2	0	0	percent	D	Base Contract (of Other Amount) (N-4) Minimum [Percent]	
OtherAnnualExpenseOfFaceAmountCurrentPercent	vip/2022q2	0	0	percent	D	Other Annual Expense (of Face Amount), Current [Percent]	
FeeWaiverOrReimbursementOverAssets	rr/2022	0	0	NonPositivePure4Type	D	Fee Waiver or Reimbursement	"Total Annual Fund Operating Expenses. If there were expense reimbursement or fee waiver arrangements that reduced any Fund operating expenses and will continue to reduce them for no less than one year from the effective date of the Fund's registration statement, a Fund may add two captions to the table one caption showing the amount of the expense reimbursement or fee waiver, and a second caption showing the Fund's net expenses after subtracting the fee reimbursement or expense waiver from the total fund operating expenses. The Fund should place these additional captions directly below the ""Total Annual Fund Operating Expenses"" caption of the table and should use appropriate descriptive captions, such as ""Fee Waiver [and/or Expense Reimbursement]"" and ""Total Annual Fund Operating Expenses After Fee Waiver [and/or Expense Reimbursement],"" respectively. If the Fund provides this disclosure, also disclose the period for which the expense reimbursement or fee waiver arrangement is expected to continue, and briefly describe who can terminate the arrangement and under what circumstances."
BarChartNarrativeTextBlock	rr/2022	0	0	textBlock	D	Bar Chart Narrative [Text Block]	Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
BarChartLowestQuarterlyReturn	rr/2023	0	0	pure	D	Lowest Quarterly Return	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
SurrenderExpense5YearsMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Surrender Expense, 5 Years, Minimum [Dollars]	
OtherTransactionFeeOfOtherAmountMinimumPercent	vip/2023	0	0	percent	D	Other Transaction Fee (of Other Amount), Minimum [Percent]	
OtherTransactionFeeMinimumDollars	vip/2023	0	0	nonNegativeMonetary	D	Other Transaction Fee, Minimum [Dollars]	
ck0000924727_Shortsaledividendandinterestexpenses	0001104659-23-052611	1	0	NonNegativeMonetaryT	D	Short sale dividend and interest expenses	
OtherAnnualExpense1OfAverageAccountValueCurrentPercent	vip/2022q2	0	0	percent	D	Other Annual Expense 1 (of Average Account Value), Current [Percent]	
ManagementFeesOfOtherAmountCurrentPercent	vip/2022q2	0	0	percent	D	Management Fees (of Other Amount), Current [Percent]	
WireFee	0001398344-23-008079	1	0	NonNegativeMonetaryT	D	Wire fee	
ManagementFeesOfAverageAccountValueCurrentPercent	vip/2022q2	0	0	percent	D	Management Fees (of Average Account Value), Current [Percent]	
OfferedStartingDate	vip/2022q2	0	0	date	D	Offered Starting [Date]	
ObjectiveHeading	rr/2022	0	0	string	D	Objective [Heading]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
BarChartLowestQuarterlyReturnDate	rr/2021	0	0	date	D	Lowest Quarterly Return, Date	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
MortalityAndExpenseRiskFeesOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Mortality And Expense Risk Fees (of Other Amount), Maximum [Percent]	
OtherSurrenderFeesCurrentDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Other Surrender Fees, Current [Dollars]	
PortfolioCompanyExpensesFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Portfolio Company Expenses, Footnotes [Text Block]	
InvestmentOptionsOfOtherAmountMaximumPercent	vip/2022q2	0	0	percent	D	Investment Options (of Other Amount) Maximum [Percent]	
AdministrativeExpenseOfFaceAmountCurrentPercent	vip/2023	0	0	percent	D	Administrative Expense (of Face Amount), Current [Percent]	
DocumentType	dei/2023	0	0	submissionType	D	Document Type	The type of document being provided (such as 10-K, 10-Q, 485BPOS, etc). The document type is limited to the same value as the supporting SEC submission type, or the word 'Other'.
AverageAnnualReturnInceptionDate	rr/2023	0	0	date	D	Inception Date	Return Before Taxes.
DeferredSalesLoadOfAmountSurrenderedMaximumPercent	vip/2022q2	0	0	percent	D	Deferred Sales Load (of Amount Surrendered), Maximum [Percent]	
AnnualReturn2018	vip/2023	0	0	percent	D	Annual Return, 2018 [Percent]	
DeferredSalesLoadOfPurchasePaymentsMaximumPercent	vip/2022q2	0	0	percent	D	Deferred Sales Load (of Purchase Payments), Maximum [Percent]	
AnnualMaintenanceFeeOfPolicyValueCurrentPercent	vip/2023	0	0	percent	D	Annual Maintenance Fee (of Policy Value), Current [Percent]	
ExpenseNarrativeTextBlock	rr/2021	0	0	textBlock	D	Expense Narrative [Text Block]	This table describes the fees and expenses that you may pay if you buy, hold, and sell shares of the Fund. You may pay other fees, such as brokerage commissions and other fees to financial intermediaries, which are not reflected in the tables and examples below. You may qualify for sales charge discounts if you and your family invest, or agree to invest in the future, at least $[ ] in [name of fund family] funds. More information about these and other discounts is available from your financial intermediary and in [identify section heading and page number] of the Fund's prospectus and [identify section heading and page number] of the Fund's statement of additional information
RiskMoneyMarketFundSponsorMayNotProvideSupport	rr/2021	0	0	string	D	Risk Money Market Fund Sponsor May Not Provide Support [Text]	"Include the statement ""The Fund's sponsor has no legal obligation to provide financial support to the Fund, and you should not expect that the sponsor will provide financial support to the Fund at any time."
PurposeOfBenefitTextBlock	vip/2023	0	0	textBlock	D	Purpose of Benefit [Text Block]	
BenefitsAvailablePortfolioCompaniesTableTextBlock	vip/2022q2	0	0	textBlock	D	Benefits Available for Portfolio Companies [Table Text Block]	
AnnualReturn2013	rr/2022	0	0	pure	D	Annual Return 2013	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart. When a Multiple Class Fund offers more than one Class in the prospectus, provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include (e.g., the oldest Class, the Class with the greatest net assets).
ExpenseExampleYear05	rr/2021	0	0	NonNegativeMonetaryT	D	Expense Example, with Redemption, 5 Years	The Example assumes that you invest $10,000 in the Fund for the time periods indicated and then you redeem all of your shares at the end of those periods. The Example also assumes that your investment has a 5% return per year and that the Fund's operating expenses remained the same. Although your actual costs may be higher or lower.
BarChartYearToDateReturnDate	rr/2021	0	0	date	D	Bar Chart, Year to Date Return, Date	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
OtherSurrenderFeesFootnotesTextBlock	vip/2022q2	0	0	textBlock	D	Other Surrender Fees, Footnotes [Text Block]	
OptionalBenefitExpenseOfBenefitBaseMaximumPercent	vip/2022q2	0	0	percent	D	Optional Benefit Expense (of Benefit Base), Maximum [Percent]	
ExpenseExampleNoRedemptionYear01	rr/2022	0	0	NonNegativeMonetaryT	D	Expense Example, No Redemption, 1 Year	You would pay the following expenses if you did not redeem your shares. Include the second 1-, 3-, 5-, and 10-year periods and related narrative explanation only if a sales charge (load) or other fee is charged upon redemption.
SalesLoadOfPurchasePaymentsMinimumPercent	vip/2022q2	0	0	percent	D	Sales Load (of Purchase Payments), Minimum [Percent]	
BarChartDoesNotReflectSalesLoads	rr/2023	0	0	string	D	Bar Chart Does Not Reflect Sales Loads [Text]	Include the bar chart and table required by Item 4 (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future. Provide annual total returns beginning with the earliest calendar year. Calculate annual returns using the Instructions to Item 8(a), except that the calculations should be based on calendar years. If a Fund's shares are sold subject to a sales load or account fees, state that sales loads or account fees are not reflected in the bar chart and that, if these amounts were reflected, returns would be less than those shown.
RiskLoseMoney	rr/2021	0	0	string	D	Risk Lose Money [Text]	"Summarize the principal risks of investing in the Fund, including the risks to which the Fund's portfolio as a whole is subject and the circumstances reasonably likely to affect adversely the Fund's net asset value, yield, and total return. Unless the Fund is a Money Market Fund, disclose that loss of money is a risk of investing in the Fund. If the Fund is a Money Market Fund, include the following statement: ""You could lose money by investing in the Fund."
PerformanceInformationIllustratesVariabilityOfReturns	rr/2021	0	0	string	D	Performance Information Illustrates Variability of Returns [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceAvailabilityWebSiteAddress	rr/2021	0	0	string	D	Performance Availability Website Address [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Website address and/or toll-free (or collect) telephone number where the updated information may be obtained.
SurrenderExpense1YearMinimumDollars	vip/2022q2	0	0	nonNegativeMonetary	D	Surrender Expense, 1 Year, Minimum [Dollars]	
SurrenderExpense10YearsMaximumDollars	vip/2023	0	0	nonNegativeMonetary	D	Surrender Expense, 10 Years, Maximum [Dollars]	
PerformanceTableClosingTextBlock	rr/2021	0	0	textBlock	D	Performance Table Closing [Text Block]	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
SalesLoadWhenDeductedTextBlock	vip/2023	0	0	textBlock	D	Sales Load, When Deducted [Text Block]	
